"Issue Id","Issue Type","Summary","Description","Priority","Story Points","Sprint","Assignee","Labels","Parent Id"
"189","Sub-task","Create domain/repositories/otp_repository.py (OTPRepositoryInterface)","Parent: S2 2.5 - Domain Layer: Repository Interfaces","Highest","","Sprint 2 - Authentication Backend","","sprint-2","186"
"190","Sub-task","Add methods: find_valid_otp(user_id, purpose), save, invalidate_all(user_id, purpose)","Parent: S2 2.5 - Domain Layer: Repository Interfaces","Highest","","Sprint 2 - Authentication Backend","","sprint-2","186"
"191","Task","S2 2.6 - Infrastructure: SQLAlchemy Models","Create ORM models for users and otps tables with proper constraints and relationships.

Technologies: SQLAlchemy, PostgreSQL UUID, ENUM, DateTime, unique constraints

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- UserModel with all user attributes
- OTPModel with foreign key to UserModel
- Unique constraints on email, username
- Indexes for performance
- Proper column types (UUID, String, Boolean, DateTime, Integer)

Subtasks:
- Create infrastructure/persistence/models/user_model.py
- Define UserModel with UUID primary key
- Add unique constraints on email, username
- Add columns: password_hash, is_verified, failed_login_attempts, lockout_until
- Add google_id column (nullable)
- Add created_at, updated_at with server defaults
- Create infrastructure/persistence/models/otp_model.py
- Define OTPModel with UUID primary key
- Add foreign key to users.id
- Add purpose enum column
- Add is_used, expires_at, created_at columns
- Create index on (user_id, purpose, is_used)","Highest","4","Sprint 2 - Authentication Backend","","sprint-2",""
"192","Sub-task","Create infrastructure/persistence/models/user_model.py","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"193","Sub-task","Define UserModel with UUID primary key","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"194","Sub-task","Add unique constraints on email, username","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"195","Sub-task","Add columns: password_hash, is_verified, failed_login_attempts, lockout_until","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"196","Sub-task","Add google_id column (nullable)","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"197","Sub-task","Add created_at, updated_at with server defaults","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"198","Sub-task","Create infrastructure/persistence/models/otp_model.py","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"199","Sub-task","Define OTPModel with UUID primary key","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"200","Sub-task","Add foreign key to users.id","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"201","Sub-task","Add purpose enum column","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"202","Sub-task","Add is_used, expires_at, created_at columns","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"203","Sub-task","Create index on (user_id, purpose, is_used)","Parent: S2 2.6 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 2 - Authentication Backend","","sprint-2","191"
"204","Task","S2 2.7 - Infrastructure: Repository Implementations","Implement concrete repositories with SQLAlchemy for database operations.

Technologies: SQLAlchemy Session, Query filtering, joins, mappers

Duration: 1.5 days

Assignee (role): Backend Developer

Acceptance Criteria:
- SQLAlchemyUserRepository with all CRUD operations
- SQLAlchemyOTPRepository with OTP management
- Proper entity ↔ model mapping
- Transaction management
- Error handling (not found, duplicate)

Subtasks:
- Create infrastructure/persistence/repositories/user_repository_impl.py
- Implement find_by_id, find_by_email, find_by_google_id
- Implement save, update (merge and commit)
- Add UserMapper for entity ↔ model conversion
- Create infrastructure/persistence/repositories/otp_repository_impl.py
- Implement find_valid_otp querying by user_id, purpose, not is_used, not expired
- Implement save(otp) creating new OTP record
- Implement invalidate_all marking all user's OTPs as used
- Create infrastructure/persistence/mappers/user_mapper.py
- Create infrastructure/persistence/mappers/otp_mapper.py","Highest","5","Sprint 2 - Authentication Backend","","sprint-2",""
"205","Sub-task","Create infrastructure/persistence/repositories/user_repository_impl.py","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"206","Sub-task","Implement find_by_id, find_by_email, find_by_google_id","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"207","Sub-task","Implement save, update (merge and commit)","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"208","Sub-task","Add UserMapper for entity ↔ model conversion","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"209","Sub-task","Create infrastructure/persistence/repositories/otp_repository_impl.py","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"210","Sub-task","Implement find_valid_otp querying by user_id, purpose, not is_used, not expired","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"211","Sub-task","Implement save(otp) creating new OTP record","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"212","Sub-task","Implement invalidate_all marking all user's OTPs as used","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"213","Sub-task","Create infrastructure/persistence/mappers/user_mapper.py","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"214","Sub-task","Create infrastructure/persistence/mappers/otp_mapper.py","Parent: S2 2.7 - Infrastructure: Repository Implementations","Highest","","Sprint 2 - Authentication Backend","","sprint-2","204"
"215","Task","S2 2.8 - Infrastructure: Security Utilities","Implement password hashing, JWT token handling, and OTP generation utilities.

Technologies: Bcrypt, python-jose (JWT), secrets module, datetime timedelta

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- PasswordHasher with bcrypt (hash, verify methods)
- JWTHandler (create_access_token, create_refresh_token, verify_token)
- OTPGenerator generating secure 6-digit codes
- Token expiry handling
- TokenExpiredException, InvalidTokenException

Subtasks:
- Create infrastructure/security/password_hasher.py
- Implement hash(password) using bcrypt with 12 rounds
- Implement verify(plain, hashed) returning bool
- Create infrastructure/security/jwt_handler.py
- Implement create_access_token(user_id, email) with 15min expiry
- Implement create_refresh_token(user_id) with 7 day expiry
- Implement verify_token(token, type) validating signature and expiry
- Implement get_user_id_from_token(token)
- Create infrastructure/security/otp_generator.py
- Implement generate(length=6) using secrets module
- Generate cryptographically secure random digits","Highest","4","Sprint 2 - Authentication Backend","","sprint-2",""
"216","Sub-task","Create infrastructure/security/password_hasher.py","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"217","Sub-task","Implement hash(password) using bcrypt with 12 rounds","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"218","Sub-task","Implement verify(plain, hashed) returning bool","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"219","Sub-task","Create infrastructure/security/jwt_handler.py","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"220","Sub-task","Implement create_access_token(user_id, email) with 15min expiry","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"221","Sub-task","Implement create_refresh_token(user_id) with 7 day expiry","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"222","Sub-task","Implement verify_token(token, type) validating signature and expiry","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"223","Sub-task","Implement get_user_id_from_token(token)","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"224","Sub-task","Create infrastructure/security/otp_generator.py","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"225","Sub-task","Implement generate(length=6) using secrets module","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"226","Sub-task","Generate cryptographically secure random digits","Parent: S2 2.8 - Infrastructure: Security Utilities","Highest","","Sprint 2 - Authentication Backend","","sprint-2","215"
"227","Task","S2 2.9 - Infrastructure: Email Service","Implement SMTP email sender for OTP delivery with templating.

Technologies: smtplib (Python standard library), email.mime, HTML templates

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- EmailSenderInterface with abstract methods
- SMTPEmailSender implementation using smtplib
- MockEmailSender for testing
- send_verification_otp, send_login_otp, send_password_reset_otp methods
- HTML email templates
- Environment configuration for SMTP

Subtasks:
- Create infrastructure/external/email_sender.py
- Define EmailSenderInterface ABC
- Create SMTPEmailSender class
- Configure SMTP host, port, username, password from env
- Implement send_verification_otp with HTML template
- Implement send_login_otp with HTML template
- Implement send_password_reset_otp with HTML template
- Create MockEmailSender logging to console for dev/test
- Add get_email_sender() factory function","High","4","Sprint 2 - Authentication Backend","","sprint-2",""
"228","Sub-task","Create infrastructure/external/email_sender.py","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"229","Sub-task","Define EmailSenderInterface ABC","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"230","Sub-task","Create SMTPEmailSender class","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"231","Sub-task","Configure SMTP host, port, username, password from env","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"232","Sub-task","Implement send_verification_otp with HTML template","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"233","Sub-task","Implement send_login_otp with HTML template","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"234","Sub-task","Implement send_password_reset_otp with HTML template","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"235","Sub-task","Create MockEmailSender logging to console for dev/test","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"236","Sub-task","Add get_email_sender() factory function","Parent: S2 2.9 - Infrastructure: Email Service","High","","Sprint 2 - Authentication Backend","","sprint-2","227"
"237","Task","S2 2.10 - Infrastructure: Google OAuth Client","Integrate Google OAuth for social login using Authlib.

Technologies: Authlib, OAuth2, httpx, Google OAuth2 API

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- GoogleOAuthClient with OAuth2 flow
- get_authorization_url() generating OAuth URL
- get_user_info(code) exchanging code for user data
- GoogleUser dataclass with id, email, name, picture
- Environment configuration (CLIENT_ID, CLIENT_SECRET, REDIRECT_URI)

Subtasks:
- Create infrastructure/external/google_oauth.py
- Install authlib library
- Create GoogleOAuthClient class
- Configure OAuth2 with Google endpoints
- Implement get_authorization_url() with state parameter
- Implement get_user_info(code) exchanging authorization code
- Parse user info (id, email, name, picture)
- Create GoogleUser dataclass
- Add error handling for invalid codes","Medium","4","Sprint 2 - Authentication Backend","","sprint-2",""
"238","Sub-task","Create infrastructure/external/google_oauth.py","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"239","Sub-task","Install authlib library","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"240","Sub-task","Create GoogleOAuthClient class","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"241","Sub-task","Configure OAuth2 with Google endpoints","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"242","Sub-task","Implement get_authorization_url() with state parameter","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"243","Sub-task","Implement get_user_info(code) exchanging authorization code","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"244","Sub-task","Parse user info (id, email, name, picture)","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"245","Sub-task","Create GoogleUser dataclass","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"246","Sub-task","Add error handling for invalid codes","Parent: S2 2.10 - Infrastructure: Google OAuth Client","Medium","","Sprint 2 - Authentication Backend","","sprint-2","237"
"247","Task","S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Implement user registration and email verification use cases.

Technologies: Use case pattern, dependency injection, business logic

Duration: 1.5 days

Assignee (role): Backend Developer

Acceptance Criteria:
- RegisterUserUseCase creating user, generating OTP, sending email
- VerifyEmailUseCase validating OTP and marking user verified
- Password hashing before storage
- Duplicate email/username detection
- OTP expiry validation

Subtasks:
- Create application/use_cases/register_user.py
- Validate email format using Email value object
- Validate password strength using Password value object
- Hash password with PasswordHasher
- Check for duplicate email/username
- Create User entity with is_verified=False
- Save user to repository
- Generate 6-digit OTP with OTPGenerator
- Save OTP with purpose=EMAIL_VERIFICATION
- Send verification email with EmailSender
- Create application/use_cases/verify_email.py
- Find user by email
- Find valid OTP for EMAIL_VERIFICATION
- Check OTP code matches
- Mark OTP as used
- Call user.verify_email()
- Update user in repository","Highest","5","Sprint 2 - Authentication Backend","","sprint-2",""
"248","Sub-task","Create application/use_cases/register_user.py","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"249","Sub-task","Validate email format using Email value object","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"250","Sub-task","Validate password strength using Password value object","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"251","Sub-task","Hash password with PasswordHasher","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"252","Sub-task","Check for duplicate email/username","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"253","Sub-task","Create User entity with is_verified=False","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"254","Sub-task","Save user to repository","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"255","Sub-task","Generate 6-digit OTP with OTPGenerator","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"256","Sub-task","Save OTP with purpose=EMAIL_VERIFICATION","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"257","Sub-task","Send verification email with EmailSender","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"258","Sub-task","Create application/use_cases/verify_email.py","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"259","Sub-task","Find user by email","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"260","Sub-task","Find valid OTP for EMAIL_VERIFICATION","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"261","Sub-task","Check OTP code matches","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"262","Sub-task","Mark OTP as used","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"263","Sub-task","Call user.verify_email()","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"264","Sub-task","Update user in repository","Parent: S2 2.11 - Application Layer: Use Cases (Registration & Verification)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","247"
"265","Task","S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Implement two-step login process with credential validation and OTP confirmation.

Technologies: Business logic, password verification, JWT generation, OTP validation

Duration: 2 days

Assignee (role): Backend Developer

Acceptance Criteria:
- LoginUserUseCase validating credentials, sending 2FA OTP
- ConfirmLoginUseCase validating OTP, issuing JWT tokens
- Account lockout after 5 failed attempts
- Failed attempt tracking
- Token pair generation (access + refresh)

Subtasks:
- Create application/use_cases/login_user.py
- Find user by email
- Check if account is locked (user.is_locked())
- Verify password with PasswordHasher.verify()
- If password wrong: increment failed attempts
- Lock account after 5 failed attempts (30 min lockout)
- If password correct: reset failed attempts
- Check user.is_verified
- Generate 6-digit OTP for LOGIN_2FA
- Send login OTP via email
- Create application/use_cases/confirm_login.py
- Find user by email
- Find valid OTP for LOGIN_2FA
- Validate OTP code
- Mark OTP as used
- Update user.last_login
- Create JWT token pair with JWTHandler
- Return access_token, refresh_token, token_type=""bearer""","Highest","6","Sprint 2 - Authentication Backend","","sprint-2",""
"266","Sub-task","Create application/use_cases/login_user.py","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"267","Sub-task","Find user by email","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"268","Sub-task","Check if account is locked (user.is_locked())","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"269","Sub-task","Verify password with PasswordHasher.verify()","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"270","Sub-task","If password wrong: increment failed attempts","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"271","Sub-task","Lock account after 5 failed attempts (30 min lockout)","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"272","Sub-task","If password correct: reset failed attempts","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"273","Sub-task","Check user.is_verified","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"274","Sub-task","Generate 6-digit OTP for LOGIN_2FA","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"275","Sub-task","Send login OTP via email","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"276","Sub-task","Create application/use_cases/confirm_login.py","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"277","Sub-task","Find user by email","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"278","Sub-task","Find valid OTP for LOGIN_2FA","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"279","Sub-task","Validate OTP code","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"280","Sub-task","Mark OTP as used","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"281","Sub-task","Update user.last_login","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"282","Sub-task","Create JWT token pair with JWTHandler","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"283","Sub-task","Return access_token, refresh_token, token_type=""bearer""","Parent: S2 2.12 - Application Layer: Use Cases (Login & 2FA)","Highest","","Sprint 2 - Authentication Backend","","sprint-2","265"
"284","Task","S2 2.13 - Application Layer: Use Cases (Password Reset)","Implement forgot password and reset password flows with OTP validation.

Technologies: OTP validation, password hashing, email delivery

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- ForgotPasswordUseCase generating reset OTP
- ResetPasswordUseCase validating OTP and updating password
- Password strength validation
- OTP expiry enforcement

Subtasks:
- Create application/use_cases/forgot_password.py
- Find user by email
- Generate 6-digit OTP for PASSWORD_RESET
- Save OTP with 10-minute expiry
- Send password reset email with OTP
- Create application/use_cases/reset_password.py
- Find user by email
- Find valid OTP for PASSWORD_RESET purpose
- Validate OTP code
- Validate new password strength
- Hash new password
- Call user.update_password(hash)
- Mark OTP as used
- Update user in repository","High","4","Sprint 2 - Authentication Backend","","sprint-2",""
"285","Sub-task","Create application/use_cases/forgot_password.py","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"286","Sub-task","Find user by email","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"287","Sub-task","Generate 6-digit OTP for PASSWORD_RESET","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"288","Sub-task","Save OTP with 10-minute expiry","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"289","Sub-task","Send password reset email with OTP","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"290","Sub-task","Create application/use_cases/reset_password.py","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"291","Sub-task","Find user by email","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"292","Sub-task","Find valid OTP for PASSWORD_RESET purpose","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"293","Sub-task","Validate OTP code","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"294","Sub-task","Validate new password strength","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"295","Sub-task","Hash new password","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"296","Sub-task","Call user.update_password(hash)","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"297","Sub-task","Mark OTP as used","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"298","Sub-task","Update user in repository","Parent: S2 2.13 - Application Layer: Use Cases (Password Reset)","High","","Sprint 2 - Authentication Backend","","sprint-2","284"
"299","Task","S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Implement Google OAuth authentication and refresh token use cases.

Technologies: OAuth2 flow, JWT refresh, user linking logic

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- GoogleOAuthUseCase handling OAuth callback, creating/finding user
- RefreshTokenUseCase validating refresh token and issuing new access token
- Auto-verified OAuth users
- Linking Google account to existing users

Subtasks:
- Create application/use_cases/google_oauth.py
- Call GoogleOAuthClient.get_user_info(code)
- Find user by google_id
- If not found, find by email
- If found by email: link google_id to existing user
- If not found: create new user (auto-verified, no password)
- Generate JWT token pair
- Create application/use_cases/refresh_token.py
- Verify refresh token with JWTHandler
- Extract user_id from token
- Find user by ID
- Generate new access token
- Return new token pair","Medium","4","Sprint 2 - Authentication Backend","","sprint-2",""
"300","Sub-task","Create application/use_cases/google_oauth.py","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"301","Sub-task","Call GoogleOAuthClient.get_user_info(code)","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"302","Sub-task","Find user by google_id","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"303","Sub-task","If not found, find by email","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"304","Sub-task","If found by email: link google_id to existing user","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"305","Sub-task","If not found: create new user (auto-verified, no password)","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"306","Sub-task","Generate JWT token pair","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"307","Sub-task","Create application/use_cases/refresh_token.py","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"308","Sub-task","Verify refresh token with JWTHandler","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"309","Sub-task","Extract user_id from token","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"310","Sub-task","Find user by ID","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"311","Sub-task","Generate new access token","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
"312","Sub-task","Return new token pair","Parent: S2 2.14 - Application Layer: Use Cases (OAuth & Token Refresh)","Medium","","Sprint 2 - Authentication Backend","","sprint-2","299"
